Client_ID,Office_ID,BSOD_count,Hard_reset_count,Boot_Speed,Logon_Duration,CPU_Usage,Memory_Usage,System_Free_Space
2,299,0,0,14178,9261,0.004,0,184029007872
2,299,0,0,33282,21716,0.006,0,67027398656
2,299,0,21,30308,23522,0.001,0,24493154304
2,632,0,0,24562,20522,0.005,0,134506029056
2,632,0,1,104814,47046,0.001,0.022,194734243840
2,632,0,0,26689,29353,0.003,0,3430600704
2,740,0,0,17240,11577,0.006,0,201598840832
2,164,0,0,26966,19598,0,0.001,194800103424
2,299,0,1,33891,21069,0.027,0.014,6093484032
2,299,0,0,25566,18043,0.007,0,109939593216
2,632,0,0,31462,24875,0.003,0,11139907584
2,632,0,0,16460,8966,0.001,0,203089641472
2,740,0,0,26643,25991,0.008,0,215164579840
2,299,0,0,96879,36505,0,0,215254589440
2,299,0,0,19323,8120,0.003,0,188465233920
2,299,0,0,24898,19099,0.001,0,130256216064
2,299,0,0,28854,26728,0.01,0,10080509952
2,632,0,0,21062,10585,0.048,0,208664735744
2,632,0,0,31840,20984,0.004,0,152721932288
2,164,0,0,16390,14223,0,0,209354690560
2,740,0,0,25173,48278,0.02,0,165057265664
2,632,0,0,29486,21118,0.003,0.002,6763393024
2,299,0,0,27637,28652,0,0,102747893760
2,632,0,0,47560,9705,0,0,77407698944
2,299,0,0,33730,22105,0.002,0.804,29490294784
2,164,0,0,16158,10885,0.001,0,206948573184
2,299,0,0,28905,23666,0.001,0,143429709824
2,632,0,0,14843,9291,0.006,0,108765843456
2,164,0,0,19874,21534,0.007,0,156383223808
2,299,0,0,32385,20964,0.002,0.055,21983145984
2,299,0,0,18295,16488,0.003,0,162687639552
2,164,0,0,16916,9667,0,0,198717689856
2,632,0,0,26265,15971,0.005,0,146271559680
2,299,0,0,26019,26461,0.002,0,28598296576
2,299,0,0,15230,8159,0.005,0,210078658560
2,299,0,0,26557,21267,0.002,0,156792586240
2,299,0,0,17855,13868,0.002,0,195025383424
2,299,0,0,29475,20633,0.005,0,120774262784
2,740,0,0,34150,19991,0,0,216907915264
2,632,0,0,37667,30877,0.003,0.004,29504901120
2,299,0,0,18107,9239,0,0,188875354112
2,299,0,0,87082,93926,0,0.078,166044164096
2,299,0,0,21487,8898,0,0,167471742976
2,299,0,0,31339,22763,0.006,0.877,22914535424
2,632,0,0,21259,19618,0.002,0,161284997120
2,632,0,3,20165,9439,0.002,0,210728202240
2,632,0,0,28381,19974,0.002,0,47085449216
2,632,0,0,101901,10704,0.003,0,76296777728
2,299,0,1,21147,20321,0,0,135942262784
2,299,0,0,24788,24062,0.006,0.364,36626694144
2,632,0,0,30010,30495,0.001,0,80347402240
2,299,0,0,19106,12580,0.002,0,199854387200
2,632,0,0,58799,28058,0.001,0,145257680896
2,632,0,0,30491,31277,0.01,0.326,5515726848
2,299,0,0,19442,15131,0,0,198590169088
2,632,0,0,28117,24481,0.001,0.038,10826522624
2,164,0,0,20405,22381,0.003,0,192359063552
2,632,0,0,24049,18372,0.002,0,151120613376
2,632,0,0,140133,51501,0.003,0.006,132269854720
2,740,0,0,29303,31481,0.009,0,215660253184
2,299,0,19,17557,19235,0,0,209979822080
2,299,0,0,143266,109341,0,0.4,170528288768
2,632,0,1,31583,24638,0.001,0,99224281088
2,299,0,0,23111,22327,0,0,145923276800
2,632,0,0,27809,16114,0,0,155644223488
2,299,0,0,34332,21174,0.002,0.459,3861868544
2,299,0,0,23476,16616,0,0,47111880704
2,164,0,1,22272,33716,0.083,0,210839764992
2,299,0,0,17496,6957,0.002,0,194034884608
2,299,0,0,30398,22008,0.006,0,28583731200
2,632,0,0,31355,19666,0.002,0,145325301760
2,632,0,0,56119,7078,0.005,0.015,184503574528
2,299,0,0,34238,21808,0,0,117200474112
2,632,0,0,21863,15662,0,0,206888906752
2,740,0,0,27491,59280,0.007,0,222073901056
2,299,0,0,104907,55502,0,0.605,139213893632
2,164,0,0,36190,15979,0.002,0,202607837184
2,299,0,0,24935,9587,0.008,0.375,154080686080
2,632,0,1,194882,139853,0.001,0.714,3951345664
2,299,0,0,19949,9952,0.001,0,196934148096
2,632,0,0,24599,24572,0.026,0,89941082112
2,632,0,0,26110,24034,0.004,0,37726683136
2,632,0,1,31194,21903,0.001,0,142861324288
2,632,0,0,13478,81931,0.015,0,47261011968
2,299,0,0,25638,24136,0.009,0,137261117440
2,740,0,0,31325,28518,0.028,0,10226589696
2,632,0,0,22319,9877,0.001,0,86268456960
2,299,0,0,32777,20249,0.004,0,41605345280
2,632,0,1,32964,21812,0.002,0,136110211072
2,299,0,0,32665,21839,0.003,0,144242196480
2,632,0,0,33065,31448,0.015,0.013,2050449408
2,632,1,1,26614,9539,0,0,184074059776
2,632,0,3,21934,28568,0.009,0,150507786240
2,740,0,0,21692,19124,0.003,0,55294824448
2,632,0,0,28020,19125,0.007,0.039,31003017216
2,632,0,0,89980,42521,0.002,0,69529968640
2,632,0,0,119838,70091,0.019,0.805,106817146880
2,632,0,0,17769,9047,0.002,0,190628659200
2,632,0,0,46054,5999,0,0,90268028928
2,299,0,0,29730,24281,0.006,0,12444168192
2,299,0,0,26991,23114,0.003,0,46765518848
2,299,0,1,125337,88626,0,0.972,137145827328
2,299,0,0,18917,13837,0.013,0,165964861440
2,299,0,0,34196,52244,0.001,0,6072713216
2,299,0,0,25347,9161,0.016,0,193477894144
2,632,0,1,26179,18132,0.015,0.029,80848625664
2,299,0,0,29854,28583,0.002,1,18033786880
2,299,1,1,29390,21639,0.006,0,135436890112
2,632,0,0,18241,10182,0.005,0,183464472576
2,740,0,0,29578,23762,0.005,0,223109947392
2,632,0,0,219200,215291,0.001,0.815,167668768768
2,632,0,0,18905,9124,0.004,0.027,143572365312
2,632,0,0,28956,19670,0,0,43096588288
2,632,0,0,21512,36797,0.009,0.055,94380032
2,299,0,1,21895,21249,0.001,0.001,4250374144
2,299,0,0,23652,22998,0.005,0,138536951808
2,299,0,0,71840,36398,0.006,0,180735426560
2,632,0,0,102003,28202,0.003,0,137975508992
2,632,0,0,146176,28743,0.001,0.011,126276268032
2,632,0,0,25536,20073,0.002,0.005,29998489600
2,299,0,0,102080,34221,0.002,0.011,183749890048
2,299,0,0,16397,15353,0,0,133873766400
2,299,0,0,28935,24946,0.005,0.036,1070768128
2,632,0,0,33104,46307,0.004,0.01,24943259648
2,740,0,0,22732,27236,0.008,0,218753703936
2,632,0,0,10998,84369,0.014,0,42814992384
2,299,0,1,25461,19694,0.002,0,68784934912
2,632,0,0,109973,29934,0,0.894,175889195008
2,740,0,1,20691,22497,0.007,0,222044848128
2,299,0,0,30710,20220,0.002,0,134919917568
2,632,0,1,19848,8846,0.009,0,85130780672
2,299,0,0,15311,14899,0.001,0,209653747712
2,632,0,0,95859,36397,0.001,0.078,188998488064
2,632,0,0,18178,10869,0.009,0,191578443776
2,632,0,0,30235,100371,0.008,0,214040498176
2,299,0,0,28278,24108,0.009,0.117,37748887552
2,299,0,0,31142,24516,0.006,0.955,19352088576
2,632,0,2,22010,96537,0.025,0,218686988288
2,632,0,0,35581,21336,0.003,0.012,37066452992
2,299,0,0,23402,7848,0,0,185907146752
2,740,0,0,29144,26206,0.008,0,223245623296
2,299,0,0,31297,20555,0,0,864456704
2,299,0,0,107887,59928,0,0.232,160202006528
2,299,1,0,24548,9593,0.001,0,151589994496
2,299,0,0,24382,24463,0,0.517,155284791296
2,299,0,0,21430,42052,0.003,0,121610399744
2,299,0,0,29978,25526,0.005,0,12647407616
2,632,0,0,16002,8386,0.01,0.011,38980485120
2,632,0,0,20501,26678,0.001,0,142978371584
2,632,0,0,28507,23805,0.007,0.012,25147990016
2,632,0,0,26591,8663,0,0,189423910912
2,632,0,1,28469,20391,0.025,0,217422745600
2,740,0,0,22273,24996,0.007,0,218447425536
2,299,0,0,31202,24972,0.005,0.974,9053384704
2,632,0,0,110976,41343,0,0.011,151098593280
2,632,0,0,18240,12373,0.021,0.652,149884149760
2,740,0,0,22848,21953,0.003,0,161315258368
2,299,0,0,112529,136076,0,0.019,159758442496
2,632,0,0,33610,22144,0.041,0,2937643008
2,299,0,0,29637,23720,0,0,143568506880
2,632,0,0,18917,10801,0.003,0,125743546368
2,632,0,0,110659,43329,0,0.026,187131465728
2,632,0,0,99105,57132,0.001,0,148453019648
2,299,0,0,15854,8521,0.001,0,203914997760
2,299,0,0,24453,18353,0.001,0,152739549184
2,299,0,0,18253,12276,0.001,0,179825553408
2,632,0,0,30738,18160,0.006,0,143683633152
2,632,0,0,23956,21316,0.008,0.008,37033533440
2,299,0,0,21376,18824,0,0,158380032000
2,632,0,0,29318,21225,0.004,0,23210303488
2,632,0,0,28467,22794,0.016,0.105,5886214144
2,299,0,0,16787,10083,0,0,206296498176
2,740,0,0,26262,49084,0.265,0,214475825152
2,632,0,0,31643,23482,0.003,0.004,33669713920
2,632,0,0,27199,23334,0.003,0,151012405248
2,299,0,0,24928,11110,0,0,172852285440
2,632,0,0,19790,9186,0.004,0,204451397632
2,632,0,0,25721,19673,0.011,0.023,8083685376
2,299,0,0,102972,40036,0.001,0,186775400448
2,299,0,0,35087,32804,0.007,0.431,7386988544
2,299,0,0,16975,7696,0.001,0,189581602816
2,632,0,0,92918,15069,0,0,41026826240
2,740,0,1,37955,56768,0,0.818,123072430080
2,740,0,0,16965,9970,0.001,0,203712245760
2,632,0,0,26424,9784,0.001,0,188004978688
2,632,0,1,24828,27362,0.003,0,87179264
2,632,0,0,86990,37499,0,0.02,198086344704
2,632,0,0,20639,8910,0,0,205574012928
2,299,0,0,35837,23837,0.008,0,6039789568
2,632,0,0,22318,15349,0,0,141230673920
2,299,0,0,23023,17667,0.005,0,131636686848
2,299,0,0,20137,7940,0.012,0,180445229056
2,299,0,0,32198,21479,0.006,0.024,18261733376
2,299,0,0,35171,28638,0.01,0,37746728960
2,740,0,0,34682,49116,0.01,0,16030109696
2,299,0,0,29337,22331,0.002,0,86976102400
2,299,0,17,24011,20108,0,0,150774534144
2,632,0,0,13671,10389,0,0,167943606272
2,632,0,0,27723,28791,0.004,0.065,2573123584
2,632,0,0,45967,14325,0,0.001,217651159040
2,632,0,0,18392,9017,0.002,0,178304692224
2,299,0,0,24126,17520,0,0,160608481280
2,299,0,0,18512,8267,0.001,0,186294562816
2,632,0,0,27979,20244,0.007,0,146851438592
2,632,0,0,18037,9940,0.001,0,194496843776
2,632,0,0,19675,8412,0,0,198788456448
2,632,0,0,125232,13006,0,0,153542524928
2,632,0,0,65827,52991,0,0,72668884992
2,632,0,0,25565,22319,0.002,0,45002444800
2,632,0,0,21269,28649,0.004,0,152320479232
2,299,0,0,33133,27996,0.001,0.023,11869532160
2,299,0,0,24102,21909,0.004,0.038,93345726464
2,299,0,0,23279,20288,0,0,148853170176
2,740,0,0,26388,17925,0.068,0,166872653824
2,299,0,0,23766,18913,0.001,0,151270862848
2,299,0,3,32330,26911,0,0,50001317888
2,299,0,1,17781,12758,0.005,0,190056333312
2,632,0,0,23397,48612,0.01,0.937,155572428800
2,299,0,0,24689,22841,0.012,0,53520302080
2,299,0,0,30682,26078,0.001,0,135911673856
2,632,0,0,94012,41704,0.005,0.235,190730461184
2,632,0,0,26237,20528,0.014,0,149859594240
2,740,0,0,18256,11311,0.001,0,187891314688
2,299,0,0,18852,7041,0.001,0,197866459136
2,632,0,0,33125,35110,0.007,0,35889156096
2,632,0,1,32270,24225,0.011,0.018,9594548224
2,299,0,0,17037,8191,0.001,0,190268456960
2,740,0,0,32011,29662,0.009,0,212335775744
2,632,0,0,53058,6040,0.003,0,173870022656
2,632,0,0,23391,19337,0.017,0,36785221632
2,632,0,0,29330,30923,0.013,0.002,21062033408
2,632,0,0,24633,24973,0,0,108411494400
2,299,0,0,20374,23768,0.006,0,124472283136
2,632,0,0,20223,8938,0.02,0.872,116050485248
2,632,0,0,31098,24283,0.003,0.462,9855111168
2,299,0,0,27843,20172,0.033,0,35529629696
2,299,0,0,15312,13420,0.001,0,188476272640
2,632,0,0,12009,25748,0.015,0,0
2,299,0,0,33612,29174,0.002,0,17743077376
2,299,0,0,18985,8321,0.008,0.077,157065543680
2,632,0,0,25990,36380,0.03,0,216256458752
2,632,0,0,29220,19991,0.007,0,129228972032
2,632,0,0,27621,24319,0.019,0.002,13801590784
2,299,0,0,25315,20837,0.004,0,141515980800
2,299,0,0,24184,19332,0.006,0,145909518336
2,740,1,0,28377,25067,0.01,0,221706838016
2,299,0,0,27688,20794,0.003,0,41636786176
2,632,0,0,28350,23944,0.002,0.042,28296974336
2,632,0,0,24564,22510,0.048,0,213692801024
2,299,0,0,29112,21957,0.001,0,127143157760
2,299,0,0,29543,30353,0,0,19607212032
2,299,0,0,100270,67009,0.001,0.348,219274416128
2,632,1,1,24405,18423,0.001,0,142437027840
2,299,0,1,19797,12250,0.026,0,152783454208
2,632,0,0,36000,8000,0.003,0.01,194914787328
2,632,0,0,32511,20236,0.003,0.044,40831004672
2,740,0,0,20881,24037,0.023,0,215777996800
2,299,1,2,26771,23562,0.009,0,94738968576
2,632,0,0,106152,37344,0.001,0,182175444992
2,632,0,0,26061,19587,0.003,0.002,28569485312
2,632,0,0,32617,46519,0.153,0.152,56795639808
2,299,0,0,17828,9324,0.004,0,193864347648
2,632,0,0,36465,25598,0.007,0.028,29324705792
2,299,0,1,15569,8328,0.007,0.228,138684137472
2,632,1,1,85771,37232,0.003,0.227,202216632320
2,632,0,0,31862,30033,0.011,0,5811634176
2,299,0,0,17086,8681,0.002,0,201605570560
2,632,0,1,34234,20623,0.005,0,93316186112
2,299,0,0,17853,12568,0.006,0,146802581504
2,632,0,0,18208,8565,0.002,0,173848150016
2,299,0,0,31470,19293,0.003,0,134377480192
2,299,0,0,30293,30680,0.043,0.228,4589481984
2,299,0,1,30498,24469,0.007,0,2180403200
2,299,0,0,28833,21290,0.001,0,122489085952
2,632,0,0,92189,32332,0.001,0.555,34024054784
2,299,0,0,17364,8280,0.004,0,183671934976
2,632,0,0,18073,11952,0.02,0,173239169024
2,299,0,0,22263,17399,0,0,146032492544
2,299,0,0,33189,25977,0.014,0.152,4142227456
2,632,0,0,20708,17389,0.005,0.017,53980172288
2,299,0,0,81696,33411,0,0,192910487552
2,632,0,0,10598,10634,0.006,0,42633588736
2,299,0,0,29304,30502,0.002,0,49458647040
2,740,0,0,21701,20854,0.011,0,52043112448
2,632,0,0,121552,28780,0.001,0,135543529472
2,632,0,0,65088,57766,0.003,0.64,10336411648
2,632,0,0,25648,20277,0.003,0,37979688960
2,299,0,0,154002,54203,0,0,157068623872
2,632,0,0,31089,25438,0.004,0,33282813952
2,299,0,0,26020,21770,0.001,0.005,33352740864
2,632,0,0,32525,24712,0.006,0,2727067648
2,299,0,0,20113,8729,0.003,0,154877374464
2,299,0,0,35778,23674,0.01,0,10860503040
2,299,0,1,22540,18205,0.011,0,137412468736
2,299,0,0,30913,21811,0.002,0,128032309248
2,299,0,0,22365,9847,0,0,191953805312
2,740,0,0,27915,31235,0,0,4478308352
2,299,0,0,17811,10418,0.002,0,176904183808
2,632,0,1,30663,33047,0.005,0.016,2376736768
2,299,0,0,104259,40570,0,0,194062278656
2,299,0,0,20978,17531,0.01,0,162611425280
2,632,0,0,31159,24285,0.002,0,13872304128
2,299,0,2,28302,17308,0.001,0,150576869376
2,299,0,0,31166,45280,0.005,0,43414605824
2,299,0,0,16948,10065,0.011,0.103,166842085376
2,299,0,0,23125,17582,0.003,0,151879970816
2,299,0,0,20390,18251,0.026,0,215577477120
2,632,0,0,25073,21697,0.004,0,14817357824
2,632,0,0,19775,9984,0.001,0,180258598912
2,632,0,0,23651,9899,0.01,0,166103912448
2,632,0,0,24256,8191,0.004,0,211817443328
2,632,0,2,17733,8320,0.009,0,195580706816
2,299,0,0,93795,41947,0.002,0.008,220340383744
2,299,0,0,18486,8002,0.01,0,188329443328
2,299,0,0,32839,18770,0.001,0,137821810688
2,632,0,2,21791,36330,0.02,0,212863553536
2,299,0,0,21622,8805,0.009,0,191299403776
2,299,0,0,21010,47551,0.004,0,157281484800
2,632,0,0,30668,22949,0.004,0.089,22710247424
2,299,0,0,28901,22974,0.005,0,27614720000
2,632,0,0,17251,11661,0.002,0,198119059456
2,632,0,0,105058,44956,0.002,0.224,192636239872
2,299,0,0,18223,16886,0.001,0,192157491200
2,740,0,0,30064,23909,0.038,0,212680355840
2,299,0,0,24009,45130,0.001,0,93655347200
2,632,0,0,18344,7403,0.008,0,183263633408
2,632,0,0,21616,29709,0.004,0.097,55174012928
2,299,0,2,35650,25822,0.003,0,119404052480
2,632,0,0,24549,19433,0.004,0,132352233472
2,632,0,0,48404,9840,0,0,375514116096
2,632,0,0,31777,34320,0.003,0.439,36736856064
2,632,0,0,94669,19648,0.001,0,144416272384
2,164,0,0,18172,12049,0.006,0,197959245824
2,299,0,0,102891,62934,0,0.205,221842722816
2,632,0,2,32056,4424,0,0,192395444224
2,632,4,20,77979,23167,0,0,97825460224
2,740,0,0,22392,21688,0.008,0,218373046272
2,632,0,0,23016,18659,0.003,0,114999308288
2,740,0,0,17151,17488,0,0,217795633152
2,299,0,0,16909,10851,0,0,201485205504
2,299,0,0,28605,32296,0.005,0,24705687552
2,299,0,0,16294,14726,0.008,0,189492686848
2,299,0,0,24523,25520,0.002,0,127816183808
2,299,0,1,14853,15724,0.001,0,145974693888
2,299,0,0,36748,28839,0.001,0,13431549952
2,299,0,18,17003,9302,0.028,0.159,121159176192
2,632,0,0,68126,15835,0,0,373143076864
2,632,0,0,17467,7786,0.003,0,201387343872
2,632,0,0,18366,9034,0.002,0,179646095360
2,299,0,0,35091,13932,0.007,0,128091934720
2,299,0,0,16395,13877,0,0,209194881024
2,299,0,0,28082,24574,0.01,0,15814340608
2,740,0,0,20188,21295,0.008,0,55680102400
2,632,0,0,21184,19117,0.003,0,152585195520
2,299,0,0,27616,11591,0,0,197656272896
2,164,0,0,26154,24113,0,0,143498342400
2,299,0,0,24520,16644,0.004,0,123942219776
2,632,0,0,9991,28487,0.014,0,35442298880
2,299,0,0,17971,8438,0.003,0,168881963008
2,299,0,0,25306,21903,0.057,0,1860468736
2,632,0,1,19401,7452,0.001,0,200746254336
2,299,0,0,24267,22927,0.019,0.197,42968166400
2,632,0,0,90239,29264,0,0.236,176459169792
2,299,0,0,19087,7512,0.002,0,43658481664
2,299,0,1,15197,12774,0.003,0,72592273408
2,299,0,0,27871,20540,0.007,0,106452119552
2,299,0,0,24439,8280,0,0,187850960896
2,632,0,0,38445,6722,0,0,213279350784
2,632,0,0,26956,17065,0,0.025,46635114496
2,632,0,0,27880,18578,0,0,154706427904
2,299,0,0,25237,21199,0.002,0,145596252160
2,632,0,0,17079,7865,0.001,0,186015862784
2,299,0,2,50725,9010,0.003,0.53,104103444480
2,299,0,0,86610,32292,0.001,0,192287469568
2,299,0,0,34315,25786,0.001,0,2898034688
2,632,0,0,75193,20455,0.096,0,159436955648
2,299,0,0,18546,10223,0.001,0,195425284096
2,632,0,0,18317,7474,0,0,208353296384
2,632,0,0,20594,15931,0.004,0,157314711552
2,299,0,0,23152,8373,0.02,0,139388665856
2,299,0,0,17254,8076,0,0.389,125293645824
2,632,0,0,31084,22136,0.009,0.028,76373667840
2,632,0,0,21173,14934,0,0,121482084352
2,632,0,0,76356,46652,0.001,0.035,163799896064
2,632,0,0,18328,9467,0,0,204759367680
2,299,0,0,28449,19511,0.004,0,150317481984
2,299,0,0,30574,25183,0.14,0,16270381056
2,299,0,0,82072,39648,0.012,0.021,15731359744
2,299,0,0,36058,27439,0.002,0.021,29080231936
2,299,0,0,25241,21718,0,0,138160873472
2,299,0,0,51544,34761,0,0.043,160272003072
2,632,0,0,27820,22214,0.001,0,26154217472
2,299,0,0,26565,8410,0,0,201527926784
2,632,0,0,18500,45991,0,0,174385590272
2,632,1,1,29188,21545,0.004,0,114077331456
2,740,0,0,17697,61991,0.002,0,214920318976
2,740,0,0,36591,27318,0.006,0,7647662080
2,740,0,0,16696,7272,0.004,0,187270782976
2,632,0,0,107511,58541,0.001,0.2,224566591488
2,299,0,1,17754,8247,0.002,0,203902947328
2,299,0,0,16409,7977,0,0,172516855808
2,632,0,0,16886,8567,0.003,0,185482924032
2,632,0,0,16647,8303,0.002,0,203872911360
2,632,0,0,27337,9210,0.001,0,165772345344
2,299,0,0,31319,21944,0.003,0.812,54346596352
2,632,0,0,41124,6722,0,0,213698129920
2,632,0,0,84696,18097,0.002,0,164914184192
2,299,0,0,29052,36582,0,0.024,24405041152
2,299,0,2,18518,18651,0.002,0,200509607936
2,299,0,0,17193,10535,0.003,0,147534422016
2,632,0,0,77614,30576,0.002,0,161177018368
2,299,0,0,22815,29907,0.002,0,134826401792
2,299,0,0,23456,18743,0.004,0,145413083136
2,299,0,0,28710,27104,0.004,0.002,12411609088
2,299,0,0,24299,8896,0,0,203390046208
2,299,0,0,32963,32658,0.005,0.023,22859612160
2,299,0,0,14841,9864,0.001,0,201143406592
2,632,0,0,29364,22566,0.014,0.774,17031831552
2,632,0,1,73804,33606,0,0.003,171266068480
2,164,0,0,23553,20748,0.004,0.843,119119253504
2,632,0,0,22766,18865,0.001,0,146392162304
2,299,0,1,26778,8354,0,0,199439155200
2,299,0,0,93147,27038,0,0,187504824320
2,632,0,1,40632,28243,0.04,0.735,6786572288
2,164,0,0,29504,25933,0,0.231,21332074496
2,299,0,0,29436,20372,0,0,127062499328
2,632,0,0,27855,18294,0.001,0,22406877184
2,632,0,0,72044,27457,0.001,0,162138370048
2,632,0,0,18101,8674,0.004,0,180833296384
2,632,0,0,17378,14243,0.001,0.014,197304922112
2,740,0,0,19539,14150,0.001,0,205483057152
2,299,1,1,28182,29252,0.014,0,43300712448
2,740,0,0,28215,24433,0.003,0,222401069056
2,632,0,0,22794,25788,0,0,87454928896
2,299,0,1,28888,28949,0.001,0,156237017088
2,632,0,21,30095,30677,0,0,23400923136
2,299,0,0,94591,34454,0,0,194209837056
2,632,0,0,25695,13027,0,0,157614678016
2,632,0,2,20911,17650,0.011,0,156297416704
2,299,0,0,32353,25791,0,0,88529489920
2,299,0,0,26964,20253,0.037,0.481,1738174464
2,632,0,0,21241,16583,0.003,0,160288501760
2,632,0,1,30164,20685,0.001,0,133316792320
2,299,0,0,31036,32088,0.008,0.016,33007161344
2,740,0,0,16981,62991,0.008,0,211084410880
2,299,0,0,16766,47603,0.001,0,135937863680
2,299,0,0,28372,25025,0.003,0,18367750144
2,632,0,0,23035,18097,0.005,0,154694569984
2,740,0,0,28430,18542,0.001,0,148511465472
2,299,0,0,25453,17822,0.003,0.126,12008738816
2,632,0,0,36613,31166,0.006,0,13343055872
2,632,0,0,23571,18925,0,0,65237426176
2,632,0,0,26194,9429,0.003,0,173992087552
2,299,0,0,20248,17282,0.001,0,179652067328
2,632,0,0,23244,24361,0.01,0,52786044928
2,299,0,0,17514,10256,0,0,197496713216
2,299,0,0,33195,26793,0.009,0.035,12313812992
2,299,0,1,20356,31558,0.004,0,151994286080
2,299,0,0,17664,9080,0,0,203662479360
2,299,0,0,25790,7115,0.002,0,194238042112
2,299,0,0,22942,12808,0,0,196261863424
2,299,0,1,33705,30688,0.021,0.083,15181578240
2,164,0,0,16692,15000,0,0.33,180870086656
2,299,0,0,24583,55647,0,0,146735652864
2,299,0,0,17299,16779,0.003,0,179727765504
2,299,0,0,15413,11866,0,0,204783828992
2,299,0,0,22156,14629,0.003,0,185129922560
2,632,0,0,48714,12812,0,0.053,52714541056
2,299,0,0,29618,21500,0.013,0,19621232640
2,632,0,0,18189,7664,0.001,0,203254521856
2,632,0,1,19654,15099,0,0,129141182464
2,299,0,0,27472,20127,0.011,0,56323371008
2,632,0,0,34715,7056,0,0,173091000320
2,632,0,0,23640,20265,0.001,0,51405918208
2,299,0,0,38616,25623,0.007,0.201,9456574464
2,632,0,0,31159,23450,0.01,0.109,4431032320
2,299,0,0,101716,51180,0.015,0.753,133963816960
2,299,0,0,33207,35187,0.019,0,6342270976
2,299,0,0,29240,11193,0,0,200317181952
2,632,0,0,31280,21750,0.002,0.002,43336159232
2,299,0,0,15498,9796,0.003,0,198941274112
2,299,0,0,45575,12077,0,0,203453542400
2,299,0,1,28677,22133,0.001,0.012,1084375040
2,299,0,0,91789,61101,0.001,0.259,223689388032
2,299,0,1,28510,20998,0.006,0,92699983872
2,299,0,0,48374,8995,0.002,0,191174422528
2,299,0,0,29969,35033,0.012,0,120311406592
2,299,0,0,39430,8564,0.004,0,186124402688
2,299,0,0,53287,11290,0,0,183748440064
2,299,0,0,33795,8394,0.001,0,196261953536
2,632,0,0,50261,33922,0.001,0,169414803456
2,632,0,0,34639,5380,0.001,0,28157935616
2,299,0,0,26585,20100,0.001,0,155247644672
2,299,0,0,28954,23366,0.004,0.006,99927408640
2,632,0,0,29440,30735,0.003,0,141860040704
2,299,0,0,25719,13315,0,0,186535489536
2,299,0,0,17389,11901,0.001,0,158940307456
2,632,0,0,115209,60877,0.003,0.209,156308713472
2,299,0,0,18198,12458,0.002,0.639,131805650944
2,632,0,0,25608,19441,0.001,0,31660285952
2,299,0,0,15107,10076,0.001,0,191762141184
2,299,0,0,20187,8458,0.001,0,196939583488
2,632,0,0,28840,23886,0.007,0.188,11788558336
2,299,0,0,18470,24212,0,0,197322244096
2,299,0,0,19679,7869,0.001,0,198461837312
2,299,0,0,26275,25854,0.024,0.004,319967232
2,299,0,0,34647,24640,0.043,0.751,2220032000
2,632,0,0,22410,13021,0.015,0,194971037696
2,299,0,0,32073,22697,0.006,0.295,9795391488
2,632,0,0,24143,19820,0.002,0.008,55776014336
2,299,0,0,38472,13242,0,0,199256084480
2,299,0,0,18073,7979,0.003,0,189345603584
2,632,0,0,21309,119291,0.002,0,104195235840
2,164,0,0,31385,27504,0.057,0.695,2180952064
2,299,0,0,23168,32078,0.006,0,51140460544
2,299,0,1,25758,18633,0.002,0,1933565952
2,740,0,0,21506,7904,0.002,0,151846670336
2,632,0,0,30618,20495,0.007,0,141175529472
2,632,0,0,33279,23273,0.005,0,27128262656
2,299,0,0,24771,19326,0.055,0.028,113763069952
2,632,0,0,81656,18372,0.001,0,70822625280
2,299,0,0,27558,17558,0.001,0,144159076352
2,299,0,0,16691,13087,0,0,199226748928
2,632,0,0,87810,53456,0.011,0.245,204142518272
2,299,0,0,15943,10746,0.001,0,202493685760
2,299,0,0,30829,24744,0,0,110887735296
2,632,0,0,31316,20424,0.008,0.004,8389890048
2,299,0,0,34468,22308,0.001,0,11039805440
2,299,0,1,31236,19932,0.008,0,132012949504
2,632,0,0,22706,11761,0,0,92968202240
2,632,0,0,133410,27450,0.018,0.07,142278385664
2,299,0,0,28505,88074,0.013,0,116949614592
2,632,0,0,28907,18151,0.004,0,56121098240
2,632,0,1,150365,76010,0.013,0,90789167104
2,299,0,0,21800,5885,0,0,199940952064
2,299,0,0,16478,7945,0.003,0,199445516288
2,632,0,0,22505,7117,0.003,0,194266615808
2,632,0,0,26814,18517,0.023,0,215468642304
2,632,0,0,109733,41869,0.002,0,126061670400
2,632,0,0,35632,22460,0.006,0,22908309504
2,299,0,0,26089,21076,0.011,0,145413140480
2,299,0,0,117827,46403,0.004,0.867,18080280576
2,299,0,0,17910,8630,0.004,0,185010397184
2,632,0,0,12734,31415,0,0,0
2,299,0,0,37535,27461,0.009,0.136,4030636032
2,632,0,0,129794,50902,0.002,0,73584861184
2,299,0,0,32551,24399,0.002,0.712,25688551424
2,632,0,0,22014,31538,0.004,0,158674628608
2,632,0,0,28220,23761,0.001,0,32396541952
2,299,0,0,17684,8212,0.001,0,201677365248
2,299,0,1,29767,20606,0.001,0,68759330816
2,299,0,0,17356,12124,0.001,0,185852248064
2,299,0,0,31303,21001,0.002,0.002,111063646208
2,299,0,0,30869,27907,0.004,0,18770276352
2,299,0,0,34798,22198,0.02,0,37086736384
