Client_ID,Office_ID,BSOD_count,Hard_reset_count,Boot_Speed,Logon_Duration,CPU_Usage,Memory_Usage,System_Free_Space
1,124,0,0,24617,19110,0.024,0,168813555712
1,172,0,0,9472,19959,0,0,26541277184
1,27,0,0,10920,13335,0,0,141980868608
1,640,0,21,7963,8505,0,0,377133756416
1,640,0,0,15999,10502,0.001,0,410941865984
1,476,0,0,108472,9518,0.001,0,177027936256
1,628,0,0,10341,12952,0,0.015,129732005888
1,31,0,1,6896,12809,0,0,137822068736
1,341,0,0,10487,10082,0,0.001,123102048256
1,388,0,19,22646,12409,0.001,0,150509043712
1,628,0,0,9325,12541,0,0,130925432832
1,729,0,0,8170,11191,0.001,0,123980685312
1,729,0,0,9281,12621,0,0.004,84891414528
1,732,0,0,13913,15483,0.001,0,117148303360
1,31,0,0,10207,15398,0.007,0,89447485440
1,476,0,0,11100,17926,0.005,0.806,65841836032
1,388,0,21,10155,16587,0,0,8708206592
1,341,0,0,11971,16723,0.001,0,12646936576
1,88,0,0,10848,26162,0.001,0,125742325760
1,88,0,1,11255,18818,0.041,0,50499690496
1,628,0,0,8324,16991,0,0,91807891456
1,31,0,0,14851,19800,0.006,0,122910412800
1,476,0,2,50193,11838,0.003,0,134332227584
1,476,0,0,22592,6547,0.012,0,382327398400
1,628,0,0,6980,17108,0,0,131079417856
1,476,0,19,14258,9553,0.001,0,107868979200
1,341,0,0,7212,15591,0,0,124808957952
1,27,0,0,8888,9299,0,0,8093696
1,31,0,0,7517,14981,0,0,158729887744
1,341,0,0,10663,19281,0.001,0,104633425920
1,27,0,0,6343,12168,0,0,117377388544
1,172,0,0,28528,13488,0.273,0.558,19802767360
1,124,0,10,10163,34373,0.001,0,15842435072
1,628,0,0,10777,20500,0.124,0,80713936896
1,341,0,0,15099,16105,0,0,102992093184
1,341,0,1,33121,10300,0.004,0,174424903680
1,628,0,0,26778,13957,0,0,95197933568
1,27,0,0,13230,16834,0.004,0,78782533632
1,732,0,0,30666,6197,0,0,321315217408
1,31,0,0,10098,11608,0,0,149087543296
1,27,0,0,10905,18670,0.005,0.004,50525372416
1,341,0,0,14574,15632,0,0,13117222912
1,674,0,0,11916,17645,0.001,0,92721197056
1,31,1,1,18277,24139,0.002,0,4718698496
1,729,0,0,6404,14171,0,0.007,110350708736
1,476,0,0,15616,19747,0.124,0,91409588224
1,31,0,2,10488,8193,0.002,0,157313282048
1,476,0,0,9554,18229,0.001,0,93934919680
1,628,0,0,16008,14125,0.001,0,67998748672
1,341,0,0,8680,23102,0,0,369881276416
1,732,0,0,9394,11359,0,0,260295086080
1,88,0,0,16282,23458,0,0,84896387072
1,172,0,0,15311,18053,0,0,372967690240
1,628,0,0,14778,16243,0,0,116912701440
1,341,0,0,56263,16305,0.001,0,123323371520
1,27,0,0,5610,10781,0,0,145972850688
1,640,0,0,18069,35657,0,0,43382824960
1,640,0,0,26589,15946,0,0,86732324864
1,341,0,0,12167,13904,0.001,0.013,14388084736
1,732,0,0,12908,12700,0,0,131993337856
1,88,0,0,16857,29173,0,0,49744809984
1,172,0,0,16072,16660,0.003,0,81938882560
1,124,0,0,14060,34543,0,0,103069360128
1,27,0,0,6139,10642,0,0,135584694272
1,88,0,0,59346,14245,0.014,0,159886159872
1,628,0,0,32985,15911,0,0.006,322647076864
1,476,0,0,21757,6921,0,0,210492387328
1,27,0,1,6182,12019,0,0,140319264768
1,31,0,0,13366,17274,0,0,82018545664
1,341,0,0,8675,8908,0.002,0,170555207680
1,476,0,19,11388,13186,0,0,154972303360
1,476,0,0,8603,19020,0,0,153751400448
1,628,0,1,9701,13795,0,0,316134256640
1,31,0,0,9530,17501,0.002,0,84732198912
1,31,0,0,14092,14025,0.005,0,166171910144
1,31,0,0,8833,14345,0.001,0,135369744384
1,729,0,0,24382,21354,0,0,373611343872
1,476,1,0,15908,13976,0.005,0.006,80176930816
1,729,0,0,15549,8554,0.004,0,151188328448
1,88,0,0,59528,25531,0.01,0,167844032512
1,628,0,0,7898,8231,0,0,168701091840
1,628,0,0,32612,16726,0,0,798971887616
1,341,0,0,6043,7564,0,0.036,62607638528
1,27,0,0,16431,15623,0.001,0,165039857664
1,31,0,0,8441,22628,0.006,0,2731638784
1,172,0,0,23490,35239,0.007,0.56,102136221696
1,732,0,1,9868,18786,0.005,0,109997064192
1,31,0,0,12765,14932,0,0,104179355648
1,27,0,1,7627,10005,0,0,96603451392
1,88,0,0,16193,9712,0.001,0,164823543808
1,628,0,1,7677,16354,0,0.001,13831548928
1,341,0,0,6816,3579,0,0,170563346432
1,388,0,21,13645,8329,0.001,0,131352752128
1,628,0,19,85379,13998,0,0,179710877696
1,27,0,0,5437,11396,0,0,175963136000
1,124,0,0,24231,29362,0,0,154603180032
1,729,0,19,11138,44440,0.005,0,129739272192
1,124,0,0,15601,16476,0.008,0,58410917888
1,476,0,0,7577,9050,0.002,0,177353379840
1,88,0,0,9899,25432,0.001,0.004,122935799808
1,172,0,2,10968,48540,0.002,0,157921218560
1,476,0,0,6569,9069,0.001,0,178742493184
1,476,0,0,18660,11309,0.002,0,141848100864
1,628,0,0,15200,16575,0,0,143376547840
1,476,0,0,8917,16865,0,0,132213334016
1,640,0,6,11550,14256,0,0,385557389312
1,27,0,0,8913,28524,0.016,0,134863380480
1,640,0,0,21373,8114,0.001,0.014,406440816640
1,674,0,0,14203,30392,0.008,0,94930403328
1,729,0,0,7963,13605,0,0.044,4102602752
1,729,0,0,14850,13728,0,0,113587019776
1,640,1,19,43262,17217,0.001,0,184027185152
1,124,0,0,18431,11715,0.002,0,146008473600
1,476,0,0,10908,24516,0.001,0,9598963712
1,476,0,0,14132,10148,0.006,0,120425078784
1,172,0,0,31136,10213,0.037,0,237306114048
1,88,0,0,68947,10370,0.01,0,152982458368
1,628,0,0,4327,10033,0,0,116119015424
1,31,0,2,12621,12176,0.004,0,100681453568
1,124,0,0,11730,19900,0.004,0,0
1,124,0,0,9350,20095,0.004,0.046,44573741056
1,172,0,20,27888,9788,0.004,0,90254790656
1,27,0,0,19533,12813,0,0,162624036864
1,628,0,0,45325,11007,0,0,385557622784
1,640,0,0,15916,15085,0,0,126263246848
1,31,0,0,5146,11255,0,0,147545284608
1,124,0,0,9114,18958,0.023,0.411,100329869312
1,628,0,0,35045,9661,0.001,0,408143015936
1,124,0,0,10198,18177,0.007,0.378,78960386048
1,124,0,0,14765,18039,0.001,0,87191945216
1,31,0,0,12156,30547,0.001,0,105399230464
1,341,0,0,10303,16699,0.006,0,115696246784
1,729,0,3,43942,14314,0.008,0,186260615168
1,31,0,0,20588,73687,0.001,0,186000437248
1,476,0,0,8870,15019,0.036,0,106873884672
1,628,0,0,18780,7801,0.001,0,173491404800
1,476,0,0,25449,11533,0.01,0,345371017216
1,31,0,0,15589,17617,0,0,109582942208
1,27,0,0,50187,14637,0,0,307235049472
1,27,0,0,10245,37366,0,0,388179877888
1,640,0,20,10699,13426,0.007,0,90688131072
1,476,0,0,54284,9440,0.002,0,175525605376
1,31,0,0,5520,15159,0,0,149933510656
1,388,0,0,15667,14686,0,0,114595893248
1,476,0,0,89449,15808,0.002,0,179745853440
1,729,0,0,35081,12431,0.004,0,170809290752
1,172,0,0,24177,14216,0.029,0,333647736832
1,732,0,1,15230,20113,0.001,0.025,64353124352
1,341,0,0,75102,13956,0,0,831452315648
1,124,0,0,9449,13446,0.005,0,18514157568
1,476,0,0,42644,10651,0.157,0,116696760320
1,732,0,0,8630,9759,0,0,338501591040
1,732,0,0,9915,14707,0,0,19676864512
1,341,0,0,7359,11930,0,0,104085737472
1,31,0,1,13517,22606,0.006,0,129039495168
1,27,0,0,7156,9521,0,0,139560914944
1,124,0,0,213206,54044,0.024,0,172301221888
1,628,0,0,10720,12342,0,0,135515598848
1,27,0,1,52464,6089,0.001,0,187066130432
1,27,0,0,6334,10202,0,0,150236082176
1,476,0,0,9362,28810,0,0,110302355456
1,628,0,0,12290,17783,0.001,0.614,153582977024
1,628,0,0,58411,11424,0.008,0,172866940928
1,341,0,0,5534,11330,0,0,132570554368
1,476,0,0,9878,18912,0,0,117655937024
1,729,0,0,15600,12692,0,0,132962553856
1,341,0,0,12048,13868,0,0.001,42042671104
1,476,0,0,129558,10058,0.001,0,174979198976
1,476,0,0,11227,12185,0.015,0,171459649536
1,476,0,0,129463,7432,0.001,0,178876768256
1,88,0,0,10148,19987,0,0,127663222784
1,476,0,2,12410,8237,0.005,0,169387343872
1,27,0,0,28340,13788,0,0,167565078528
1,729,0,0,6461,13152,0,0,115328532480
1,341,0,20,14656,14309,0.004,0,88890523648
1,31,0,0,14594,14913,0.002,0,96457695232
1,476,0,21,14573,9227,0,0,375217197056
1,628,0,1,42823,9877,0,0,189826568192
1,27,0,0,9397,20129,0,0,95514198016
1,732,0,0,18502,12789,0.001,0,53355081728
1,476,2,0,14645,12624,0,0,114382987264
1,640,0,0,5223,9651,0,0,391271505920
1,640,0,1,28903,10763,0.003,0,149872934912
1,27,0,0,7625,10760,0,0,141207437312
1,124,1,2,14176,16434,0.003,0,162235625472
1,732,0,1,8664,11747,0.006,0,41058119680
1,628,0,20,18588,11621,0.004,0,161042460672
1,124,0,0,8044,18542,0.001,0,89624461312
1,476,0,0,19516,16420,0.002,0,188666679296
1,628,0,1,11700,16215,0,0,356389068800
1,27,0,0,11835,12571,0.99,0,114805358592
1,628,0,1,10447,57459,0.001,0,149057089536
1,341,0,0,8389,12837,0,0,144975065088
1,628,0,0,10976,11941,0.001,0,104600698880
1,732,0,1,15469,10736,0.006,0,138344845312
1,124,0,0,14894,29068,0.001,0,66610556928
1,640,0,0,26736,14046,0,0,65977835520
1,124,0,0,183715,25814,0.006,0,403214032896
1,640,0,0,15114,9226,0.001,0,135856570368
1,476,0,0,14280,24535,0.001,0,127696273408
1,640,0,0,13217,12009,0.003,0,148893818880
1,640,0,0,16179,11881,0,0,355283533824
1,476,0,0,17098,16681,0,0,33649598464
1,732,0,0,10691,9909,0,0,321601695744
1,124,0,0,15195,10529,0.006,0,124138127360
1,476,0,0,11452,16530,0,0,111753592832
1,476,0,6,14179,15669,0.008,0,151561347072
1,628,0,0,36070,22909,0,0.001,385194102784
1,124,0,0,18607,31608,0,0,4145364992
1,628,0,0,11961,19165,0.004,0,91546746880
1,27,0,0,9190,15775,0,0,111075979264
1,628,0,0,6691,14970,0,0,125298802688
1,31,0,0,5478,6188,0.001,0,180677484544
1,88,0,0,65202,17344,0,0,0
1,31,0,0,15097,14428,0,0,103947538432
1,628,0,0,5009,12018,0,0.022,147006320640
1,27,0,0,6315,14829,0,0,132727861248
1,27,0,0,17633,17335,0,0,63546273792
1,732,0,0,14492,9217,0.03,0,160075681792
1,476,0,0,99762,33360,0,0,181960704000
1,31,0,0,11649,15466,0,0,148464566272
1,640,0,0,16504,14005,0.031,0.538,448246382592
1,172,0,0,14970,15196,0.001,0,45003976704
1,476,0,0,182968,7158,0.005,0,181963198464
1,31,0,0,7703,12440,0,0,152590471168
1,341,0,1,9033,30666,0.004,0.011,32899719168
1,640,0,0,8411,27856,0.002,0,116022358016
1,388,0,3,16754,12830,0.003,0,145758543872
1,172,0,4,12511,18996,0.005,0,75078803456
1,476,0,0,43441,10485,0.002,0,173410635776
1,124,0,20,15031,11687,0.005,0,170584670208
1,640,0,10,22646,14203,0,0,382675931136
1,732,0,1,8659,23070,0,0,115336613888
1,476,0,0,15357,15846,0.001,0,113504477184
1,31,0,1,10215,22524,0.009,0.055,78824411136
1,729,0,0,14156,16633,0,0,102400917504
1,476,0,19,11351,11792,0.002,0,27564199936
1,88,0,0,13951,16168,0,0,115923484672
1,476,0,0,15984,22715,0,0,93820387328
1,172,0,0,9491,23014,0.005,0.228,57183694848
1,88,0,0,8789,19160,0.002,0,8614023168
1,476,0,0,172095,13747,0.002,0.079,173629665280
1,476,0,0,25971,29147,0,0,63848513536
1,476,0,0,11361,16560,0.003,0,105515536384
1,27,0,0,8616,15493,0,0,144715579392
1,124,0,0,8803,21794,0.003,0,81711767552
1,640,0,0,10591,19158,0.003,0,97985409024
1,172,0,0,15026,22897,0,0,815890432
1,341,0,0,49420,21593,0,0,794907844608
1,476,0,0,9881,25011,0,0,111706873856
1,476,0,2,13966,26181,0.002,0,139292966912
1,476,0,0,20773,8568,0.001,0,190678597632
1,388,0,0,10281,20799,0.01,0,89483468800
1,732,0,0,15766,22888,0,0,108143169536
1,341,0,0,7368,9849,0,0,145966321664
1,124,0,0,14985,192354,0.001,0.004,11454115840
1,88,0,0,17792,12775,0.021,0,155943407616
1,27,0,0,7560,10539,0,0,58718806016
1,640,0,1,9806,19061,0.001,0.007,99673714688
1,628,0,0,12435,18437,0.001,0.114,102926766080
1,31,0,0,9480,17137,0,0,144790102016
1,31,0,0,9153,10123,0,0,164230991872
1,31,0,0,15794,7946,0.003,0,145817968640
1,732,0,0,16128,9991,0.001,0,140206043136
1,31,0,20,18044,8595,0.008,0,157338849280
1,729,0,0,8113,9459,0,0,160090488832
1,27,0,0,8811,17323,0,0,133579202560
1,124,0,0,11932,129969,0,0,148285599744
1,729,0,0,18291,10389,0.006,0,182405775360
1,732,0,0,17499,23975,0.001,0,130539872256
1,388,1,0,20400,9600,0.001,0,107402461184
1,476,0,0,18182,32181,0,0,155303047168
1,640,0,19,14690,9452,0,0,139659456512
1,640,0,0,19071,14638,0.005,0,147868307456
1,27,0,0,9271,13811,0,0,317136297984
1,628,0,0,14327,12352,0,0,112935849984
1,27,0,2,23759,11243,0.006,0,178577932288
1,31,0,0,13630,22447,0.008,0,124168261632
1,27,0,0,7658,16503,0.001,0,162334302208
1,124,0,0,13413,19305,0.006,0,112063496192
1,628,0,0,41944,20293,0,0.035,829714132992
1,640,0,0,30124,20223,0.009,0.022,41697579008
1,27,0,0,17174,15602,0,0.873,112300437504
1,27,0,0,8591,14412,0,0,222517039104
1,27,0,0,16036,8804,0.003,0,163532103680
1,88,0,0,15517,13320,0.002,0.052,152784646144
1,388,0,20,16318,8429,0.001,0,101336707072
1,640,0,0,24412,28962,0.002,0,84251385856
1,729,0,0,16389,7947,0.009,0,63469789184
1,124,0,1,13522,13973,0.002,0,332806537216
1,31,0,0,16601,13001,0,0,96725671936
1,388,0,0,12403,25224,0.004,0,149258100736
1,172,0,0,12838,10743,0.001,0,146700488704
1,628,0,0,26616,14130,0,0,105135931392
1,124,0,0,15230,18797,0.002,0,75958927360
1,341,0,0,10977,15736,0,0,143564800
1,31,1,2,15917,13875,0.006,0,141095653376
1,729,0,0,14173,13125,0,0,130355654656
1,27,0,0,16358,8674,0.005,0,125298515968
1,31,0,0,9624,14612,0,0,118019624960
1,388,0,0,12981,14775,0,0,102405414912
1,628,0,0,8469,13648,0,0,106380918784
1,27,0,0,5479,13341,0,0,87663312896
1,476,0,0,30429,43085,0.002,0,46378983424
1,729,0,0,9168,14465,0,0,126872641536
1,729,0,0,8412,14897,0.002,0.387,1063759872
1,729,0,0,15275,18108,0,0,110362796032
1,640,0,0,8992,17821,0.003,0.158,116056104960
1,640,0,0,14865,8919,0.001,0,115641888768
1,124,0,0,9437,22579,0.008,0,117633417216
1,27,0,0,11429,9721,0,0,148459610112
1,732,0,0,8783,23374,0.003,0.291,84932767744
1,628,0,0,17306,12373,0,0,151656845312
1,628,0,0,14752,10582,0,0,149146546176
1,27,0,0,15239,10089,0,0,0
1,31,0,0,8326,14993,0.003,0,93043412992
1,341,0,0,7344,12746,0,0.002,65660370944
1,31,0,1,11323,7946,0.004,0,170473230336
1,341,0,0,15392,20724,0.001,0,129638924288
1,640,0,1,8595,19623,0.007,0,135888056320
1,31,0,1,15921,10158,0.008,0,153889308672
1,341,0,0,8297,14936,0,0,146190393344
1,172,0,0,16460,19230,0.001,0,68136202240
1,124,0,2,30851,12549,0.003,0,185867231232
1,31,0,0,11646,11376,0,0,133970350080
1,27,0,0,6628,14555,0,0,149835890688
1,628,0,0,8768,10379,0,0.21,70852915200
1,31,0,0,17624,17454,0.005,0,52215767040
1,31,0,0,5602,13777,0,0,144546840576
1,388,0,0,15272,15395,0,0,118150393856
1,628,0,0,20909,11883,0.001,0,170803204096
1,27,0,0,6790,13207,0,0,137474068480
1,172,1,1,31264,9370,0,0.111,133313515520
1,124,0,0,10257,16306,0,0,120007016448
1,732,0,0,6804,13254,0,0.008,107573460992
1,476,0,0,138753,11221,0,0,59246813184
1,341,0,0,15865,23602,0,0,103425667072
1,124,0,1,17246,10614,0.022,0,142617210880
1,27,0,0,6390,14588,0,0,139020095488
1,31,0,0,8791,15589,0.005,0,77010182144
1,27,0,1,10457,16229,0.001,0,731987968
1,124,0,0,13972,8660,0,0,136624279552
1,341,0,0,8232,8894,0,0,133651259392
1,124,0,0,13105,16578,0.011,0,89141149696
1,628,0,0,35402,47281,0,0.048,119651680256
1,674,0,0,8831,96380,0.002,0,118602289152
1,27,0,0,9019,10283,0,0,137230393344
1,628,0,0,10691,15872,0,0.002,93623996416
1,476,0,21,13763,13454,0.013,0,162466455552
1,31,0,0,13354,19865,0.003,0,140078792704
1,476,0,0,9394,14496,0,0,140919300096
1,27,0,0,21960,7420,0.001,0,182470455296
1,27,0,0,13609,10301,0.005,0,41016360960
1,27,0,0,6059,10149,0,0,126241480704
1,729,0,0,33709,16315,0,0.07,131544182784
1,476,0,0,8444,19877,0.001,0,112901300224
1,341,0,0,9588,10082,0,0,157853396992
1,476,0,0,9616,10348,0,0,139626008576
1,341,0,0,9062,6210,0,0,481308672
1,27,0,0,9403,8226,0,0,137096192000
1,31,0,0,7797,13538,0,0.026,56634281984
1,341,0,0,10614,11638,0,0,144089407488
1,27,0,2,8323,7110,0.001,0,203382726656
1,732,0,0,15764,24827,0.001,0,11578208256
1,27,0,0,45579,38774,0,0,829472006144
1,640,0,0,22861,29836,0.001,0,24661184512
1,27,0,0,7981,14336,0,0,137929314304
1,732,0,0,44187,22158,0,0.003,156769488896
1,172,1,1,13051,10988,0.005,0,179411341312
1,388,0,0,6886,16127,0,0.347,87542030336
1,124,0,0,14319,12805,0,0,115361812480
1,628,0,0,6494,14722,0,0,127087788032
1,628,0,0,13043,10930,0.007,0,171085434880
1,31,0,0,15595,18780,0.004,0,44386865152
1,124,0,0,13557,9868,0.004,0,93954887680
1,124,0,0,11128,17730,0,0,713388032
1,674,0,0,32329,200931,0.019,0,150201999360
1,27,0,0,17704,21552,0,0,9674129408
1,674,0,19,290062,20517,0,0.172,159488954368
1,640,0,0,17840,7938,0.016,0.873,440231436288
1,88,0,0,14179,17614,0,0,896827392
1,628,0,20,30833,11263,0.003,0,165174439936
1,628,0,0,12652,14333,0,0,165316194304
1,88,0,0,10115,12062,0.002,0,199494471680
1,674,0,1,23452,23715,0.011,0,138840481792
1,341,0,0,23793,6111,0.001,0,110772322304
1,88,0,0,13822,20803,0.001,0,124150611968
1,27,1,1,13227,14402,0.011,0,94302990336
1,341,0,0,5667,10043,0,0,144902340608
1,476,0,1,11618,22266,0.012,0,17168248832
1,341,0,0,11469,12089,0.001,0.003,31871856640
1,476,0,0,16274,9718,0.012,0,37655019520
1,640,0,0,14840,8946,0.002,0,139389345792
1,341,0,0,14758,14377,0,0,118709633024
1,628,0,1,13053,13945,0.002,0,172103811072
1,732,0,0,18682,7453,0,0,208068698112
1,341,0,0,65708,26675,0,0.001,365543067648
1,476,0,0,11381,22377,0.003,0,192892452864
1,476,0,0,15242,9455,0.004,0,80180572160
1,732,0,0,11130,13862,0.014,0,159364521984
1,88,0,0,17364,14124,0.004,0,166004592640
1,640,0,1,13356,14812,0.001,0,165437177856
1,31,0,0,15008,16489,0,0,80634253312
1,31,0,0,11766,44855,0.002,0,146344316928
1,31,0,0,9730,18321,0.003,0,83617533952
1,31,0,0,10555,18277,0.004,0,7838945280
1,628,0,0,12208,7344,0,0,137884950528
1,640,0,0,75258,20521,0.001,0,372539691008
1,674,0,0,13593,18118,0.054,0.517,42070695936
1,31,0,21,14500,10590,0.008,0,180190031872
1,341,0,2,11362,13491,0.006,0.058,176767979520
1,628,0,0,10421,8120,0,0,124089298944
1,732,0,0,31307,22122,0.001,0.007,227508068352
1,31,0,0,21083,30119,0.002,0,59065212928
1,729,0,0,10848,18414,0.004,0,83110817792
1,27,0,0,8863,76598,0,0.017,114185023488
1,172,0,0,9940,20206,0,0.927,95896031232
1,640,0,0,29332,12483,0.008,0,25502416896
1,172,0,0,84562,13035,0.007,0,193568575488
1,674,0,0,9561,35043,0.007,0.84,954531840
1,124,0,0,11668,43453,0,0,139076640768
1,124,0,0,52830,24151,0,0,89658630144
1,640,0,0,27043,13904,0,0,331627286528
1,124,0,0,14377,14898,0,0,140102471680
1,732,0,0,7133,15465,0,0.014,1158856704
1,628,0,1,27940,20152,0.004,0.012,205512122368
1,476,0,0,52213,28481,0.033,0,168556969984
1,341,0,0,10144,6311,0,0,130241613824
1,628,0,0,11869,9907,0,0,164910182400
1,124,0,0,49527,34535,0,0,189477621760
1,88,0,0,19020,12323,0.002,0,180439887872
1,729,0,0,16396,15762,0.002,0,133005365248
1,674,0,0,8382,13755,0.006,0,169740668928
1,628,0,0,8467,12917,0,0,51006742528
1,27,0,0,12351,17717,0,0,94516551680
1,88,0,0,95301,17585,0.031,0,196464070656
1,341,0,0,159723,9568,0,0,453203599360
1,27,0,0,7901,9620,0,0,189360123904
1,628,0,0,13926,14387,0,0.025,130498174976
1,27,0,0,8937,10361,0,0,138861772800
1,476,0,0,35478,14206,0.014,0,144695742464
1,27,0,0,19423,14355,0,0.013,145412169728
1,27,0,0,10991,13647,0.007,0,165145448448
1,341,0,0,10994,11436,0.001,0.002,52276822016
1,628,0,0,15894,5812,0,0,182672592896
1,88,0,0,10277,14773,0,0,102307676160
1,31,0,0,8283,17829,0.01,0.672,106614345728
1,341,0,1,8881,14914,0,0,121910476800
1,172,0,19,13642,14650,0.002,0,357287424000
1,729,0,1,15529,18180,0.005,0,55142842368
1,476,0,0,8112,18896,0.003,0,122483068928
1,31,0,0,18178,18654,0,0.067,49235865600
1,476,0,0,19769,11589,0.004,0,172675137536
1,640,0,0,21493,22215,0.123,0.272,101068636160
1,88,0,0,14891,16281,0.002,0,120336744448
1,341,0,0,6464,5668,0,0,423519191040
