"Client_ID","Office_ID","DPI"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
"9","183","6.146662264829545"
